Filename,Genome_length,GC,Contigs,CDS,mRNA,Gene,Chromosome,ExclFromRefSeq,Hypothetical Proteins,Average len CDS
GCA_000625195.2,4686258,51.72453159855902,1,4316.0,4316.0,4438.0,1.0,No,861,2016.9235580264071
GCA_000027025.1,4879400,52.19008484649752,1,4450.0,4446.0,4470.0,1.0,No,799,945.661797752809
GCA_000625795.2,4685785,51.72738399222329,1,4320.0,4320.0,4442.0,1.0,No,876,931.6923611111112
GCA_018339215.1,4741241,52.171361886054726,2,4355.0,4353.0,4476.0,2.0,from large multi-isolate project,209,934.7113662456946
GCA_001106745.2,4765548,52.047844235332434,1,0.0,0.0,0.0,1.0,RefSeq annotation failed,0,0.0
GCA_004124155.2,4994011,51.93701015075858,2,4643.0,4637.0,4754.0,2.0,No,426,931.5050613827267
GCA_016454505.1,4860289,52.22491913546705,2,4545.0,4543.0,4656.0,2.0,No,336,930.2481848184818
GCA_003710145.1,4651134,52.112861078610074,1,4460.0,4458.0,4582.0,1.0,No,531,913.0993273542601
GCA_012970745.1,4855364,51.9794190507653,2,4289.0,4288.0,4388.0,2.0,many frameshifted proteins,396,886.4579155980415
GCA_002507745.2,4660570,52.317334574955424,1,4278.0,4277.0,4392.0,1.0,No,192,942.726507713885
GCA_004919145.1,5159502,52.14854069249319,3,4939.0,4937.0,5059.0,3.0,No,482,910.9094958493622
GCA_904129595.1,4993194,52.19600920773357,2,4698.0,4698.0,4698.0,2.0,No,740,927.3876117496807
GCA_907166785.1,297486,47.662747154487946,1,0.0,0.0,0.0,1.0,contaminated,0,0.0
GCA_003717215.1,5001887,51.856109504273086,2,4442.0,4442.0,4544.0,2.0,No,1040,918.5756416028815
GCA_003073535.1,4807052,52.0612009189832,1,4606.0,4601.0,4721.0,1.0,No,620,911.2755102040817
GCA_000623735.2,4685848,52.16545649794872,1,4362.0,4362.0,4484.0,1.0,No,897,927.6299862448418
GCA_005144985.1,4980441,52.137391046294894,2,4693.0,4691.0,4815.0,2.0,No,398,916.9507777541019
GCA_001989635.1,5293223,51.863467683111026,3,5172.0,5172.0,5296.0,3.0,No,1118,892.40313225058
GCA_018338815.1,4553099,52.30031238064448,1,4144.0,4138.0,4256.0,1.0,from large multi-isolate project,154,952.7335907335907
GCA_013207105.1,5155580,52.1435997501736,5,4830.0,4827.0,4950.0,5.0,No,297,922.227950310559
GCA_016917695.1,4551211,49.266250235376916,1,0.0,0.0,0.0,1.0,No,0,0.0
GCA_000272735.4,4951115,52.20836114693357,2,4507.0,4507.0,4621.0,2.0,No,736,939.652096738407
GCA_000329365.2,4739031,52.169968924026875,2,4325.0,4325.0,4436.0,2.0,No,621,939.7354913294797
GCA_015242875.1,5006029,52.124967713930545,2,4597.0,4595.0,4715.0,2.0,from large multi-isolate project,311,917.4098324994561
GCA_001576255.1,5027649,52.13136398344435,2,4725.0,4725.0,5002.0,2.0,No,262,923.7098412698413
GCA_002760995.1,4739705,52.17959767538275,2,4497.0,4497.0,4621.0,2.0,No,979,901.6677785190127
GCA_014521465.1,4725087,52.30223274195798,1,4331.0,4326.0,4443.0,1.0,No,197,945.5412145001154
GCA_002761375.1,4598213,52.30236180881573,1,4400.0,4400.0,4522.0,1.0,No,838,917.4002272727273
GCA_018340275.1,4867315,52.06445442713282,1,4498.0,4497.0,4618.0,1.0,from large multi-isolate project,265,939.1164962205424
GCA_001931615.1,5043245,52.15394056802713,2,4671.0,4671.0,4795.0,2.0,No,932,924.7604367373153
GCA_003718495.1,4782235,52.05022337881765,1,4210.0,4210.0,4312.0,1.0,No,890,925.7149643705463
GCA_900635545.1,4673657,52.29994413368375,1,5079.0,5079.0,5186.0,1.0,RefSeq annotation failed,0,782.0744240992321
GCA_012054045.1,4991315,51.90545978364419,4,4597.0,4585.0,4705.0,4.0,No,418,928.2488579508375
GCA_014218055.1,4879141,52.15924278474428,1,4243.0,4241.0,4358.0,1.0,many frameshifted proteins,403,899.8321942022154
GCA_003718175.1,4808675,52.080541937228034,1,4238.0,4238.0,4343.0,1.0,No,889,924.2444549315715
GCA_018339955.1,4729939,52.259067188815756,1,4338.0,4336.0,4460.0,1.0,from large multi-isolate project,180,949.1141078838174
GCA_011466775.1,4728349,52.18692613425955,2,4405.0,4403.0,4518.0,2.0,No,392,930.3225879682179
GCA_000625395.2,4685841,51.72806759768417,1,4321.0,4321.0,4443.0,1.0,No,879,931.543855588984
GCA_003994655.1,4860161,52.189443929943884,2,4629.0,4627.0,4747.0,2.0,No,429,916.2320155541154
GCA_001623765.2,5010079,52.09939803344418,4,4830.0,4830.0,4952.0,4.0,No,896,905.8962732919255
GCA_003718195.1,4999085,51.862090762609554,2,4427.0,4427.0,4526.0,2.0,No,1030,920.0616670431443
GCA_016657905.1,4552507,49.17584970215312,1,0.0,0.0,0.0,1.0,No,0,0.0
GCA_018339695.1,4923263,52.05561839779837,2,4572.0,4565.0,4686.0,2.0,from large multi-isolate project,319,931.8825459317585
GCA_006967565.2,5183043,52.03366053494057,3,0.0,0.0,0.0,3.0,from large multi-isolate project,0,0.0
GCA_000625115.2,4685848,51.74156310661379,1,4320.0,4320.0,4443.0,1.0,No,877,931.7847222222222
GCA_004848405.1,4808372,52.210602673836384,2,4470.0,4469.0,4585.0,2.0,No,345,934.0302013422819
GCA_003994575.1,4777004,52.25415344010597,2,4365.0,4363.0,4469.0,2.0,No,503,898.3951890034364
GCA_004194625.2,4930312,52.114267819156275,1,4664.0,4660.0,4782.0,1.0,No,460,913.8372641509434
GCA_018339655.1,4854285,52.07759742165942,2,4544.0,4536.0,4654.0,2.0,from large multi-isolate project,342,917.8543133802817
GCA_005144945.1,5131386,51.958028493666234,3,4846.0,4843.0,4965.0,3.0,No,490,916.113495666529
GCA_008457465.2,5041127,52.159269147553715,2,4630.0,4625.0,4744.0,2.0,from large multi-isolate project,309,933.1507559395249
GCA_001127485.2,4800835,52.119808325010126,1,0.0,0.0,0.0,1.0,RefSeq annotation failed,0,0.0
GCA_016028495.1,4968720,52.22212159268383,2,4591.0,4588.0,4714.0,2.0,No,220,933.2977564800697
GCA_000188735.1,5067451,52.18134324337818,4,4842.0,4842.0,4948.0,4.0,No,307,911.2261462205701
GCA_003986655.1,5097098,52.121756340568695,4,4956.0,4952.0,5073.0,4.0,No,763,897.888014527845
GCA_001448485.2,4850980,52.06956120206639,3,4574.0,4564.0,4684.0,3.0,No,751,912.5675557498906
GCA_008727655.1,5137156,52.15119026947985,3,0.0,0.0,0.0,3.0,No,0,0.0
GCA_015246635.2,4558341,52.10360523708077,3,4166.0,4165.0,4282.0,3.0,from large multi-isolate project,195,942.7124339894383
GCA_003324855.1,4801854,52.14283899510481,3,4628.0,4626.0,4745.0,3.0,No,577,906.9427398444252
GCA_003032035.1,4775444,52.095176909204675,3,4595.0,4593.0,4714.0,3.0,No,641,900.0746463547334
GCA_018339635.1,4779845,52.210144889635544,2,4443.0,4436.0,4554.0,2.0,from large multi-isolate project,288,925.7326130992573
GCA_003717575.1,5017285,51.921965764352635,2,4468.0,4468.0,4572.0,2.0,No,1049,915.4751566696508
GCA_013138245.1,5434146,51.52119578678968,3,0.0,0.0,0.0,3.0,from large multi-isolate project,0,0.0
GCA_002290205.1,5046426,51.96245818327664,2,4847.0,4847.0,4970.0,2.0,No,811,907.3234990715906
GCA_004136155.1,4958078,52.2098482516814,2,4863.0,4862.0,4983.0,2.0,No,753,896.8463911165946
GCA_012049605.1,5185065,52.14852658549121,5,4814.0,4811.0,4936.0,5.0,contaminated,315,923.9578313253012
GCA_006112595.2,4629168,51.34080249409829,2,0.0,0.0,0.0,2.0,from large multi-isolate project,0,0.0
GCA_900635605.1,4527628,52.366537180174696,1,5635.0,5635.0,5745.0,1.0,RefSeq annotation failed,0,669.8622892635315
GCA_002196535.1,5004825,52.242386097415995,3,4666.0,4666.0,4791.0,3.0,No,1001,923.988855550793
GCA_009650355.1,5267751,52.045322567448615,4,4948.0,4946.0,5067.0,4.0,No,567,910.3379143088116
GCA_001975625.1,4916040,52.16851368174384,1,4713.0,4713.0,4830.0,1.0,No,957,907.5556970082749
GCA_000486855.2,4592393,52.23686213266156,1,4350.0,4350.0,4475.0,1.0,No,817,921.5613793103448
GCA_013138325.1,5264890,51.81358015077238,2,0.0,0.0,0.0,2.0,from large multi-isolate project,0,0.0
GCA_009664575.1,4969000,52.18897162406923,2,4660.0,4658.0,4778.0,2.0,No,356,929.7834763948498
GCA_003710165.1,4784771,52.00900941758759,3,4577.0,4575.0,4697.0,3.0,No,528,901.3294734542277
GCA_006364755.1,4482093,51.4409897340372,1,3970.0,3967.0,4084.0,1.0,No,365,948.8680100755668
GCA_001973275.2,4738494,52.17041532605085,2,4568.0,4568.0,4689.0,2.0,No,801,902.8281523642733
GCA_004683945.1,4984347,52.16105540003535,2,4793.0,4790.0,4911.0,2.0,contaminated,459,907.1581472981431
GCA_000020925.1,4917459,52.12586419124186,2,4617.0,4617.0,4769.0,2.0,No,813,881.8473034437947
GCA_000486525.2,5260609,51.922372485771135,2,4510.0,4510.0,4633.0,2.0,contaminated,1211,874.7997782705099
GCA_000623275.1,4682911,52.175815427626105,1,4327.0,4327.0,4437.0,1.0,No,724,930.1585394037439
GCA_004768565.1,4863322,51.958866799278354,2,4587.0,4581.0,4699.0,2.0,No,477,920.4741661216482
GCA_008505445.2,5019595,52.175145604376446,2,4607.0,4602.0,4721.0,2.0,from large multi-isolate project,306,933.7145647927067
GCA_018340355.1,4777375,52.189350846437634,1,4411.0,4409.0,4527.0,0.0,from large multi-isolate project,224,939.6724098843799
GCA_016864495.1,5005443,52.174343010199095,3,4711.0,4708.0,4831.0,3.0,No,356,914.0522182126937
GCA_003931815.1,5109681,51.9785873129849,3,4249.0,4247.0,4362.0,3.0,many frameshifted proteins,576,853.3673805601318
GCA_000006945.2,4951383,52.238879521135814,2,4555.0,4554.0,4678.0,10.0,No,1009,941.9556531284303
GCA_005889955.1,4739697,52.17025476523077,2,4411.0,4409.0,4534.0,2.0,No,338,927.7887100430742
GCA_001088345.2,4786155,52.03439922025091,1,0.0,0.0,0.0,1.0,RefSeq annotation failed,0,0.0
GCA_016454785.1,5006007,51.9075382835062,2,4657.0,4651.0,4773.0,2.0,contaminated,397,928.2746403263903
GCA_004124215.2,5092677,51.74537870750491,4,4771.0,4759.0,4879.0,0.0,No,549,917.2144204569273
GCA_000624695.2,4685832,51.72534994852568,1,4318.0,4318.0,4441.0,1.0,No,876,931.8402037980546
GCA_005606435.2,5215467,52.138935976394826,3,4913.0,4909.0,5032.0,3.0,from large multi-isolate project,412,910.2654182780378
GCA_016454465.1,4755913,52.23882354450134,2,4384.0,4383.0,4506.0,2.0,No,270,944.4605383211679
GCA_015074905.1,5096319,52.09632678017212,7,4764.0,4761.0,4885.0,7.0,No,327,923.8129722921915
GCA_000280315.2,4718680,52.06996448159231,2,4300.0,4300.0,4414.0,2.0,No,648,945.4902325581395
GCA_000623955.2,4685841,51.72616825880349,1,4317.0,4317.0,4439.0,1.0,No,877,931.5594162612925
GCA_003864035.1,4818442,52.233439771610826,1,4498.0,4493.0,4612.0,1.0,No,466,927.4439751000444
GCA_018310415.1,4951813,52.25253861565451,2,4583.0,4580.0,4705.0,2.0,No,221,935.4058476980144
GCA_000625495.2,4685840,51.72368241339866,1,4318.0,4318.0,4440.0,1.0,No,873,930.9314497452524
GCA_005885895.1,4963459,52.12902937245981,2,4668.0,4665.0,4789.0,2.0,No,416,916.8046272493573
GCA_013162025.1,4796443,51.85144491449184,2,4233.0,4216.0,4334.0,2.0,No,349,926.4004252303331
GCA_006697045.2,4978350,52.03037150863238,3,4606.0,4605.0,4729.0,3.0,from large multi-isolate project,327,935.6650021710813
GCA_010848705.2,4765517,52.12827905136001,3,4430.0,4427.0,4547.0,3.0,from large multi-isolate project,229,935.5045146726862
GCA_003718375.1,4795890,52.09756687497003,1,4221.0,4221.0,4325.0,1.0,No,883,924.0234541577826
GCA_000612325.1,4738298,52.17046289617073,2,4312.0,4312.0,4422.0,2.0,No,620,943.1289424860853
GCA_014217955.1,5208656,51.710959602630695,3,0.0,0.0,0.0,3.0,contaminated,0,0.0
GCA_016917435.1,4552699,48.95287388865374,1,0.0,0.0,0.0,1.0,No,0,0.0
GCA_018339175.1,4704644,52.236194704636524,1,4324.0,4323.0,4440.0,1.0,from large multi-isolate project,189,945.5645235892692
GCA_018141965.1,4912666,52.884564104296935,3,1327.0,1327.0,1388.0,3.0,many frameshifted proteins,1442,3958.2157894736843
GCA_002777175.1,4765719,52.151123471610475,1,4461.0,4461.0,4579.0,1.0,No,852,928.1035642232683
GCA_018340075.1,4779476,52.281254263019626,2,4439.0,4432.0,4555.0,2.0,from large multi-isolate project,203,938.1676053165128
GCA_002741905.1,4813545,52.30313625404977,1,4531.0,4529.0,4645.0,1.0,No,692,915.3506952107703
GCA_000625175.2,4685843,51.729240608360115,1,4316.0,4316.0,4439.0,1.0,No,877,931.683734939759
GCA_003717435.1,4783092,52.05084911601115,1,4210.0,4210.0,4312.0,1.0,No,889,925.7947743467934
GCA_001972625.2,4740710,52.17056094973116,2,4355.0,4353.0,4473.0,2.0,No,213,933.0842709529277
GCA_000953495.1,4710675,52.29297287543717,1,4671.0,4671.0,4777.0,1.0,No,672,884.4598587026333
GCA_001362175.2,4914350,52.048999359020016,2,0.0,0.0,0.0,2.0,RefSeq annotation failed,0,0.0
GCA_006868345.2,4723925,52.04305741517911,3,4338.0,4330.0,4449.0,3.0,from large multi-isolate project,247,935.5034578146611
GCA_000486725.2,4580689,52.20103351264406,1,4298.0,4298.0,4413.0,1.0,No,866,899.1430898092136
GCA_002760915.1,4737486,52.16739426776142,2,4575.0,4575.0,4698.0,2.0,No,989,899.9029508196721
GCA_004919405.1,4955652,52.18374897995259,4,4688.0,4685.0,4799.0,4.0,No,376,917.5765784982935
GCA_012223625.1,5005995,52.117670912575825,2,4675.0,4672.0,4776.0,2.0,No,394,924.3758288770053
GCA_004354245.1,4819673,52.15393243483531,1,4533.0,4529.0,4649.0,1.0,No,481,928.6035737921906
GCA_005532895.2,5113066,52.07748149544715,2,4755.0,4754.0,4873.0,2.0,from large multi-isolate project,356,923.023974763407
GCA_001163025.2,4843068,52.10540095658372,1,0.0,0.0,0.0,1.0,RefSeq annotation failed,0,0.0
GCA_003710185.1,4943973,52.143650460874284,2,4726.0,4724.0,4842.0,2.0,No,624,911.3212018620397
GCA_004136095.1,4960303,52.202617461070425,3,4854.0,4853.0,4974.0,3.0,No,736,899.5321384425216
GCA_000624115.2,4685836,51.724580202977656,1,4320.0,4320.0,4442.0,1.0,No,871,931.4944444444444
GCA_018338315.1,5019202,52.214236446351435,1,4679.0,4671.0,4791.0,1.0,from large multi-isolate project,305,930.2188501816628
GCA_004919165.1,5123430,51.95382780676227,3,4841.0,4838.0,4951.0,3.0,No,488,916.2439578599462
GCA_000272715.4,4978519,52.21311799754103,2,4577.0,4577.0,4691.0,2.0,No,743,941.6718374481101
GCA_006098575.2,4651096,52.15499744576332,2,4281.0,4280.0,4398.0,2.0,from large multi-isolate project,194,935.3370707778556
GCA_000272895.3,5121199,52.140289803227724,4,4746.0,4746.0,4864.0,4.0,No,810,931.3881163084703
GCA_907163145.1,5237669,52.221723060391945,2,0.0,0.0,0.0,2.0,No,0,0.0
GCA_006384195.1,5052667,52.14178967266198,3,4922.0,4919.0,5042.0,3.0,No,652,891.4920763917107
GCA_000623795.2,4685850,51.74220258864454,1,4324.0,4324.0,4446.0,1.0,No,872,931.6690564292322
GCA_005676255.2,4516456,52.31340679506232,1,4084.0,4082.0,4191.0,1.0,from large multi-isolate project,172,943.1302644466209
GCA_007765355.2,4957009,51.95978058542964,2,4585.0,4584.0,4708.0,2.0,from large multi-isolate project,340,933.7437295528898
GCA_001305815.1,4708710,52.2463902002884,1,4372.0,4372.0,4486.0,1.0,No,439,938.091262580055
GCA_008807355.1,4740022,52.162268445167555,1,4293.0,4287.0,4394.0,1.0,No,350,913.5995807127882
GCA_012050205.1,4829486,52.168864347054736,3,4475.0,4473.0,4594.0,3.0,No,299,924.644469273743
GCA_000505705.1,4821559,52.069693640583885,2,4401.0,4401.0,4510.0,2.0,No,664,941.3749147920927
GCA_016864955.1,4691273,52.16494542099767,1,4324.0,4235.0,4350.0,1.0,No,237,918.1142460684551
GCA_001953695.1,4859001,52.17121791084217,2,4652.0,4652.0,4775.0,2.0,No,867,915.1840068787618
GCA_001975385.1,4618056,52.19206956347,1,4333.0,4333.0,4450.0,1.0,No,831,928.9293791830141
GCA_000484195.3,4797172,52.08320652250951,1,4461.0,4452.0,4570.0,1.0,No,357,936.0087424344317
GCA_006365335.1,4954783,52.22224666549474,3,4657.0,4654.0,4778.0,3.0,No,345,927.1571827356668
GCA_018142045.1,4761001,52.8704362801016,2,1125.0,1125.0,1204.0,2.0,many frameshifted proteins,1214,4485.832298136646
GCA_000486815.2,4648879,52.10718540964392,1,4398.0,4398.0,4519.0,1.0,No,853,921.4713506139154
GCA_008244825.1,4869252,52.193088384006415,1,0.0,0.0,0.0,1.0,No,0,0.0
GCA_018338415.1,4663098,52.24895552270186,1,4274.0,4269.0,4391.0,1.0,from large multi-isolate project,190,947.2330369677118
GCA_001104165.2,4777711,52.11476792966339,1,0.0,0.0,0.0,1.0,RefSeq annotation failed,0,0.0
GCA_001620205.2,4980540,52.122460616720275,2,4858.0,4858.0,4971.0,2.0,No,1020,895.0076163030053
GCA_004354285.1,4820913,52.15339915903896,1,4533.0,4529.0,4649.0,1.0,No,483,924.824619457313
GCA_007758295.2,5161618,52.00076797624311,2,4825.0,4821.0,4943.0,2.0,contaminated,415,925.0953367875647
GCA_900205275.1,4676595,52.18764934744189,1,0.0,0.0,0.0,1.0,No,0,0.0
GCA_003590695.1,4822167,52.230501349289646,2,4636.0,4634.0,4760.0,2.0,No,558,906.5
GCA_000624415.2,4685974,51.724764157889055,1,4323.0,4323.0,4445.0,1.0,No,873,931.1797362942401
GCA_008757635.2,5049625,52.14963487387677,2,4638.0,4633.0,4752.0,2.0,from large multi-isolate project,312,932.1067270375162
GCA_000624895.2,4685838,51.727012329491544,1,4320.0,4320.0,4442.0,1.0,No,878,931.5423611111111
GCA_018339155.1,4780232,52.149121632590216,2,4410.0,4408.0,4531.0,2.0,from large multi-isolate project,226,930.361224489796
GCA_000940895.2,4667713,52.18356398518932,1,4450.0,4450.0,4565.0,1.0,No,831,916.7391011235956
GCA_900478205.1,4627083,52.160313527982964,1,4233.0,4233.0,4341.0,1.0,RefSeq annotation failed,0,946.6236711552091
GCA_000499465.2,4773329,52.17038255691154,2,4777.0,4733.0,4832.0,2.0,No,1334,870.7333054218128
GCA_003691385.1,4735694,52.169037948820176,2,0.0,0.0,0.0,2.0,No,0,0.0
GCA_000624475.2,4685842,51.726754764671966,1,4315.0,4315.0,4438.0,1.0,No,875,931.3221320973349
GCA_001361075.2,4902553,52.0529201826069,2,0.0,0.0,0.0,2.0,RefSeq annotation failed,0,0.0
GCA_900477895.1,4563000,52.20048213894368,1,4161.0,4161.0,4269.0,1.0,No,1,949.294881038212
GCA_006695545.2,5120663,52.03589847642776,2,4767.0,4763.0,4885.0,2.0,contaminated,403,929.6966645689113
GCA_016657805.1,4552508,49.225459900345044,1,0.0,0.0,0.0,1.0,No,0,0.0
GCA_000624835.2,4685838,51.72415264889653,1,4315.0,4315.0,4438.0,1.0,No,877,931.7552723059097
GCA_003718235.1,4778368,52.105321314725025,1,4194.0,4194.0,4297.0,1.0,No,885,925.9592274678112
GCA_000623775.2,4685850,51.74177577173832,1,4324.0,4324.0,4446.0,1.0,No,871,931.6801572617946
GCA_002234855.1,4586333,51.451148444737875,1,4106.0,4104.0,4218.0,1.0,many frameshifted proteins,787,916.178032148076
GCA_006165205.1,4762736,52.11458287841275,1,4571.0,4562.0,4680.0,1.0,No,664,912.3631590461606
GCA_006517055.1,4851127,52.19409840228879,3,4545.0,4543.0,4664.0,3.0,No,380,916.4270627062706
GCA_007626135.2,4672899,52.20341804948063,1,4069.0,4067.0,4180.0,1.0,from large multi-isolate project,198,918.591054313099
GCA_000011885.1,4585229,52.16435209670008,1,6804.0,0.0,4402.0,1.0,No,1530,922.1741622574956
GCA_006969245.1,5052222,51.966223970363934,1,4889.0,4887.0,5010.0,1.0,No,709,903.3119247289834
GCA_013138205.1,4663119,51.75999154214164,1,0.0,0.0,0.0,1.0,from large multi-isolate project,0,0.0
GCA_000625835.2,4685846,51.69081527647302,1,4317.0,4317.0,4439.0,1.0,No,861,930.4322446143156
GCA_016775665.1,4943979,52.14374899246133,2,4547.0,4545.0,4663.0,2.0,from large multi-isolate project,314,938.789091708819
GCA_000625875.2,4685848,51.7233166760851,1,4316.0,4316.0,4438.0,1.0,No,876,932.1278962001853
GCA_000624675.2,4686395,51.734840959842266,1,4316.0,4316.0,4438.0,1.0,No,875,932.3297034291011
GCA_010396085.2,5039768,51.84272371267884,2,4584.0,4568.0,4686.0,2.0,from large multi-isolate project,356,910.1145287958116
GCA_018339035.1,4906545,52.08098570378953,2,4474.0,4464.0,4585.0,2.0,from large multi-isolate project,245,945.0024586499776
GCA_002946675.1,4776643,52.11792047259969,2,4482.0,4482.0,4588.0,2.0,No,571,925.1519410977243
GCA_001705365.1,4940133,52.215476789794934,2,4612.0,4612.0,4736.0,2.0,No,865,920.8540763226366
GCA_000487155.2,4989883,52.05915649725655,2,4776.0,4776.0,4896.0,2.0,No,1057,902.1482412060302
GCA_008705215.1,4889124,52.04985596601763,2,0.0,0.0,0.0,2.0,from large multi-isolate project,0,0.0
GCA_008124445.1,5065985,51.7516534296884,3,4772.0,4769.0,4889.0,3.0,contaminated,532,910.0349958088851
GCA_012558165.1,4834111,52.13442554380733,2,4469.0,4469.0,4575.0,2.0,No,763,942.577534123965
GCA_005885875.1,4977610,52.1403846424288,2,4700.0,4697.0,4819.0,2.0,No,370,920.628085106383
GCA_008759735.2,5054500,52.082856860223565,3,4647.0,4642.0,4761.0,3.0,from large multi-isolate project,319,930.328599096191
GCA_001612515.1,5129059,52.13059549519707,2,4796.0,4796.0,4920.0,2.0,No,1054,924.0834028356965
GCA_009650375.1,5227357,52.09586795009409,3,4897.0,4895.0,5016.0,3.0,No,545,913.8309168878906
GCA_011466075.1,4809627,52.09803171846798,3,4488.0,4486.0,4601.0,3.0,No,423,927.216577540107
GCA_900636165.1,4610917,52.3444251978511,1,4777.0,4777.0,4885.0,1.0,RefSeq annotation failed,0,823.7984090433326
GCA_001690035.1,4793963,52.09869162527954,4,4480.0,4480.0,4603.0,4.0,contaminated,829,931.1133928571429
GCA_013377335.1,5049020,52.15372488126409,2,4706.0,4701.0,4821.0,2.0,No,412,919.8597535061623
GCA_002741885.1,5030148,52.2024600469012,3,4826.0,4823.0,4941.0,3.0,No,834,898.1471197679238
GCA_004328825.1,4888777,51.92044963392685,2,4695.0,4691.0,4811.0,2.0,contaminated,777,904.1290734824281
GCA_018339015.1,4704156,52.29839316553277,1,4356.0,4354.0,4478.0,1.0,from large multi-isolate project,216,939.181129476584
GCA_018339495.1,4555901,52.34892066355261,1,4198.0,4195.0,4316.0,1.0,from large multi-isolate project,190,939.7151024297284
GCA_005160365.1,4910901,52.21461397816816,2,4586.0,4583.0,4699.0,2.0,No,356,928.0573484518098
GCA_003718095.1,4782083,52.049933052186674,1,4200.0,4200.0,4298.0,1.0,No,879,927.0807142857143
GCA_004136115.1,5045178,52.16283746579407,3,4979.0,4978.0,5101.0,3.0,No,801,891.7630046194015
GCA_016657745.1,4552508,49.20797503266331,1,0.0,0.0,0.0,1.0,No,0,0.0
GCA_004768665.1,5153080,52.08702368292361,4,4890.0,4884.0,5003.0,4.0,No,637,903.2098159509203
GCA_001886995.1,4912568,52.19750647726403,3,4424.0,4424.0,4530.0,3.0,many frameshifted proteins,857,898.4005424954792
GCA_011465535.1,4764590,52.117055192576906,3,4449.0,4447.0,4562.0,3.0,No,402,928.0269723533378
GCA_014334155.1,4857466,52.221549260458026,1,4491.0,4488.0,4613.0,1.0,No,212,940.2010688042752
GCA_003641265.1,4985863,52.11519048959027,1,4907.0,4903.0,5022.0,1.0,No,676,888.5314856327695
GCA_001454965.1,4799793,52.26246215201364,1,4671.0,4671.0,4776.0,1.0,No,726,904.4688503532434
GCA_002761355.1,4587202,52.34356367999491,1,4378.0,4378.0,4501.0,1.0,No,819,919.3784833257195
GCA_003325295.1,4557466,52.26571081386016,2,4314.0,4307.0,4424.0,2.0,No,520,905.6905424200278
GCA_002761135.1,4845989,52.10686611133455,3,4706.0,4706.0,4826.0,3.0,No,1054,892.1515087122822
GCA_900635645.1,4874828,52.14395256612131,1,4800.0,4800.0,4909.0,1.0,RefSeq annotation failed,0,871.660625
GCA_016452125.1,5479495,51.90045798016058,10,5094.0,5089.0,5207.0,10.0,contaminated,501,917.0726344719278
GCA_000007545.1,4791961,52.051592239586256,1,4324.0,4322.0,4431.0,1.0,No,1024,912.6054579093432
GCA_004124055.2,5139080,51.93050117919939,2,4872.0,4868.0,4993.0,2.0,No,465,918.4150246305419
GCA_004194605.3,4936053,52.07916122456546,2,4672.0,4670.0,4793.0,2.0,No,502,921.2275256849315
GCA_004798785.1,5275193,51.60059546636493,7,5018.0,5012.0,5132.0,7.0,contaminated,713,904.1468712634515
GCA_016071195.1,4944558,51.93841390878619,2,0.0,0.0,0.0,2.0,No,0,0.0
GCA_006516995.1,4909235,52.32375308983986,2,4635.0,4633.0,4754.0,2.0,No,414,924.515857605178
GCA_000831025.2,4685849,51.74170145047354,1,4324.0,4324.0,4446.0,1.0,No,878,931.6746068455134
GCA_003719235.1,5003407,51.852008041720374,2,4446.0,4446.0,4545.0,2.0,No,1044,918.5836707152497
GCA_000623595.2,4685848,51.75735533888423,1,4318.0,4318.0,4440.0,1.0,No,879,932.1632700324225
GCA_008457375.2,5027318,52.14145991958336,2,4605.0,4600.0,4719.0,2.0,from large multi-isolate project,307,932.7276872964169
GCA_018340255.1,4757998,52.238735703545906,1,4383.0,4382.0,4500.0,1.0,from large multi-isolate project,201,941.9000684462696
GCA_009884375.1,5091224,52.15317573927213,3,4730.0,4725.0,4844.0,3.0,No,430,901.7272727272727
GCA_012052445.1,4838602,52.07165210116476,3,4433.0,4426.0,4544.0,3.0,No,312,937.0586510263929
GCA_011388175.1,4678052,52.25989364803983,1,4003.0,4001.0,4115.0,1.0,many frameshifted proteins,292,912.663002747939
GCA_009756585.1,4991151,52.154362791267985,2,4788.0,4786.0,4907.0,2.0,No,476,910.6215538847118
GCA_018338915.1,4896060,52.24809336486889,1,4596.0,4593.0,4713.0,1.0,from large multi-isolate project,287,921.2859007832898
GCA_018338635.1,4942599,52.06228544941639,2,4587.0,4586.0,4706.0,2.0,from large multi-isolate project,247,930.9980379332898
GCA_000487035.2,4972820,51.996553263540605,3,4856.0,4856.0,4980.0,3.0,No,1013,894.6952224052718
GCA_002266205.2,4568154,52.22720162236212,1,4168.0,4167.0,4286.0,1.0,No,174,950.9378598848368
GCA_016775605.1,4880465,52.265204237710954,1,4526.0,4525.0,4649.0,1.0,from large multi-isolate project,214,934.2549712770658
GCA_002983965.1,5037062,52.170213509383046,4,4907.0,4901.0,5023.0,4.0,No,707,895.2080701039332
GCA_005576595.1,4615193,52.302493091838194,1,4314.0,4313.0,4436.0,1.0,No,333,933.7579972183588
GCA_001922185.1,4856460,52.15366748619365,1,4720.0,4720.0,4826.0,1.0,No,645,885.3493644067796
GCA_001623685.1,5000337,52.13464612485119,2,4686.0,4686.0,4808.0,2.0,No,958,922.5749039692702
GCA_009930575.1,5163718,52.18898475865646,2,4846.0,4844.0,4967.0,2.0,No,417,922.6694180767644
GCA_005166225.1,4634278,52.13407568557605,1,4650.0,4650.0,4755.0,1.0,No,872,872.5993548387097
